Type	lambda	s	a	b	r	E[N]	Var[N]	P[N=0]	E[T]	Var[T]	E[T^r]
Cauchy	1	35.05	-0.75	0.75	0.5	1.4966531525903	1.48643713852341	0.222729723178737	1.00123986961468	0.995159999798268	0.886837635707782
Cauchy	1	35.25	-0.75	0.75	0.5	1.49663405518792	1.48647599555564	0.222740519874993	1.00127568955939	1.00223630217089	0.886834388758197
Cauchy	1	35.45	-0.75	0.75	0.5	1.49661495778823	1.48651419880899	0.222751242774021	1.00126723063804	0.992569070919465	0.888156734315225
Cauchy	1	35.65	-0.75	0.75	0.5	1.49659586039126	1.48655175928357	0.222761893124106	1.00125708084022	0.99404196085304	0.887876714878904
Cauchy	1	35.85	-0.75	0.75	0.5	1.496576762997	1.48658868773402	0.222772472145581	1.0011942052209	0.996643614986169	0.887212653343505
Cauchy	1	36.05	-0.75	0.75	0.5	1.49655766560547	1.48662499467648	0.222782981031584	1.00115186462246	0.994805924947547	0.887479289941829
Cauchy	1	36.25	-0.75	0.75	0.5	1.49653856821675	1.48666069039512	0.222793420948818	1.00111871644744	0.994303104285295	0.886925883287779
Cauchy	1	36.45	-0.75	0.75	0.5	1.49651947083072	1.48669578494837	0.222803793038318	1.00116065524307	1.00115330017324	0.887033597329557
Cauchy	1	36.65	-0.75	0.75	0.5	1.49650037344751	1.48673028817532	0.222814098416052	1.00116245140047	1.00421398797085	0.886458373167941
Cauchy	1	36.85	-0.75	0.75	0.5	1.4964812760671	1.48676420970141	0.222824338173729	1.00113020222197	0.990425869237591	0.886942328735518
Cauchy	1	37.05	-0.75	0.75	0.5	1.49646217868949	1.48679755894437	0.222834513379375	1.00105045746751	1.00019973626194	0.886258214135811
Cauchy	1	37.25	-0.75	0.75	0.5	1.49644308131473	1.48683034511978	0.222844625077979	1.00103626717782	0.996032700564671	0.887226645777419
Cauchy	1	37.45	-0.75	0.75	0.5	1.49642398394281	1.48686257724632	0.222854674292153	1.00100273897077	0.992913629007065	0.887427216373064
Cauchy	1	37.65	-0.75	0.75	0.5	1.49640488657377	1.48689426415118	0.222864662022677	1.00098303029783	1.00658896666936	0.886814069300175
Cauchy	1	37.85	-0.75	0.75	0.5	1.49638578920755	1.486925414475	0.222874589249128	1.00097087783507	1.01263478057099	0.886357916139936
Cauchy	1	38.05	-0.75	0.75	0.5	1.49636669184427	1.48695603667691	0.22288445693037	1.00096375963453	1.01220844922889	0.88558954926798
Cauchy	1	38.25	-0.75	0.75	0.5	1.49634759448388	1.48698613903899	0.222894266005181	1.00095924838849	0.998416218717294	0.887214608301383
Cauchy	1	38.45	-0.75	0.75	0.5	1.49632849712643	1.48701572967126	0.222904017392703	1.00106779195968	0.991000872460564	0.886920252581466
Cauchy	1	38.65	-0.75	0.75	0.5	1.49630939977189	1.48704481651575	0.22291371199302	1.00111974863497	0.991476369587735	0.885959456020474
Cauchy	1	38.85	-0.75	0.75	0.5	1.49629030242032	1.48707340735114	0.222923350687576	1.00107125561961	0.991877983135045	0.887157662566262
Cauchy	1	39.05	-0.75	0.75	0.5	1.49627120507169	1.48710150979668	0.222932934339731	1.00102048746887	0.993980876764639	0.88761126024586
Cauchy	1	39.25	-0.75	0.75	0.5	1.49625210772605	1.48712913131649	0.222942463795159	1.00101007255193	0.989387423974409	0.887102229721432
Cauchy	1	39.45	-0.75	0.75	0.5	1.49623301038342	1.4871562792233	0.222951939882323	1.0010307425478	0.979801031366666	0.888113596661734
Cauchy	1	39.65	-0.75	0.75	0.5	1.49621391304382	1.48718296068237	0.222961363412926	1.00110129311171	0.991707418553748	0.886879165415506
Cauchy	1	39.85	-0.75	0.75	0.5	1.49619481570722	1.48720918271508	0.222970735182323	1.00117410109162	0.988316375830268	0.887439811914082
